node_id,type,value,time
106,H,b'32.23',1769897496.359647
106,P,b'29.81',1769897496.36107
88,F,b'54.95',1769897611.476335
88,H,b'32.10',1769897611.51208
88,P,b'29.83',1769897611.513492
1,F,b'67.14',1769898057.419194
1,H,b'36.69',1769898057.627589
1,P,b'29.80',1769898057.629335
108,F,b'23.38',1769898132.694213
108,H,b'50.13',1769898132.728215
108,P,b'29.78',1769898132.72927
106,F,b'71.87',1769898254.705022
106,H,b'32.31',1769898254.744611
106,P,b'29.81',1769898254.746396
88,F,b'54.52',1769898357.693944
88,H,b'31.71',1769898357.731175
88,P,b'29.84',1769898357.732622
1,F,b'67.32',1769898657.439798
1,H,b'38.06',1769898657.492309
1,P,b'29.80',1769898657.493855
108,F,b'23.50',1769898866.039025
108,H,b'50.18',1769898866.117921
108,P,b'29.78',1769898866.119762
106,F,b'72.00',1769899013.302162
106,H,b'32.33',1769899013.380885
106,P,b'29.81',1769899013.38263
88,F,b'54.82',1769899103.738217
88,H,b'31.65',1769899103.772698
88,P,b'29.82',1769899103.774375
1,F,b'67.55',1769899257.506748
1,H,b'38.46',1769899257.612161
1,P,b'29.80',1769899257.613665
108,F,b'23.34',1769899599.274781
108,H,b'50.11',1769899599.309844
108,P,b'29.79',1769899599.3116
106,F,b'71.92',1769899771.78834
106,H,b'32.28',1769899771.823282
106,P,b'29.81',1769899771.824625
88,F,b'54.18',1769899849.807199
88,H,b'31.90',1769899849.945857
88,P,b'29.84',1769899849.947369
1,F,b'67.55',1769899857.441404
1,H,b'37.21',1769899857.488044
1,P,b'29.81',1769899857.489505
108,F,b'23.25',1769900332.568533
108,H,b'50.05',1769900332.603574
108,P,b'29.78',1769900332.605227
1,F,b'67.46',1769900457.418231
1,H,b'37.67',1769900457.511367
1,P,b'29.81',1769900457.512747
106,F,b'71.76',1769900530.283089
106,H,b'32.24',1769900530.417332
106,P,b'29.82',1769900530.419054
88,F,b'54.95',1769900595.879635
88,H,b'31.74',1769900595.915522
88,P,b'29.81',1769900595.916985
1,F,b'67.59',1769901057.420469
1,H,b'36.90',1769901057.579768
1,P,b'29.81',1769901057.581283
108,F,b'23.11',1769901065.852455
108,H,b'50.07',1769901065.887554
108,P,b'29.79',1769901065.889191
106,F,b'71.58',1769901288.695474
106,H,b'32.26',1769901288.732588
106,P,b'29.82',1769901288.734086
88,F,b'54.57',1769901342.222547
88,H,b'31.92',1769901342.257572
88,P,b'29.84',1769901342.259231
1,F,b'67.71',1769901657.433651
1,H,b'37.77',1769901657.469705
1,P,b'29.81',1769901657.471449
108,F,b'22.96',1769901799.014635
108,H,b'50.08',1769901799.050215
108,P,b'29.79',1769901799.05195
106,F,b'71.74',1769902047.163199
106,H,b'32.38',1769902047.291874
106,P,b'29.82',1769902047.293333
88,F,b'55.15',1769902088.492593
88,H,b'31.63',1769902088.533656
88,P,b'29.82',1769902088.535297
1,F,b'67.78',1769902257.449959
1,H,b'37.94',1769902257.521551
1,P,b'29.82',1769902257.522888
108,F,b'22.71',1769902532.136968
108,H,b'50.27',1769902532.172824
108,P,b'29.80',1769902532.174145
106,F,b'71.83',1769902805.70403
106,H,b'32.30',1769902805.754189
106,P,b'29.82',1769902805.755896
88,F,b'55.22',1769902834.880333
88,H,b'32.03',1769902834.918701
88,P,b'29.84',1769902834.920395
1,F,b'67.64',1769902857.595711
1,H,b'37.57',1769902857.63167
1,P,b'29.83',1769902857.633079
108,F,b'22.78',1769903265.257963
108,H,b'50.46',1769903265.293528
108,P,b'29.79',1769903265.294879
1,F,b'67.66',1769903457.453858
1,H,b'36.92',1769903458.070107
1,P,b'29.82',1769903458.071675
106,F,b'71.73',1769903564.093002
106,H,b'32.24',1769903564.130077
106,P,b'29.83',1769903564.131502
88,F,b'55.02',1769903581.214385
88,H,b'31.45',1769903581.253904
88,P,b'29.84',1769903581.255352
108,F,b'22.62',1769903998.225633
108,H,b'50.02',1769903998.258944
108,P,b'29.79',1769903998.260754
1,F,b'67.64',1769904057.493831
1,H,b'36.33',1769904057.591771
1,P,b'29.81',1769904057.593309
106,F,b'71.55',1769904322.503252
106,H,b'32.21',1769904322.541217
106,P,b'29.82',1769904322.542686
88,F,b'55.38',1769904327.325037
88,H,b'31.76',1769904327.360884
88,P,b'29.82',1769904327.362463
1,F,b'67.80',1769904657.477012
1,H,b'36.45',1769904657.513895
1,P,b'29.80',1769904657.515059
108,F,b'21.88',1769904730.947043
108,H,b'50.23',1769904731.110124
108,P,b'29.80',1769904731.111817
88,F,b'54.86',1769905073.534222
88,H,b'31.72',1769905073.614373
88,P,b'29.83',1769905073.615705
106,F,b'71.65',1769905081.006769
106,H,b'32.32',1769905081.041863
106,P,b'29.80',1769905081.043856
1,F,b'67.82',1769905257.481745
1,H,b'36.93',1769905257.803017
1,P,b'29.80',1769905257.804647
108,F,b'21.43',1769905463.688642
108,H,b'50.54',1769905463.723065
108,P,b'29.78',1769905463.724607
88,F,b'55.36',1769905819.73047
88,H,b'31.53',1769905819.765179
88,P,b'29.80',1769905819.766636
106,F,b'71.91',1769905839.566305
106,H,b'32.31',1769905839.60214
106,P,b'29.79',1769905839.603541
1,F,b'67.62',1769905857.488986
1,H,b'37.43',1769905857.524132
1,P,b'29.81',1769905857.525398
108,F,b'21.18',1769906196.432571
108,H,b'50.67',1769906196.468518
108,P,b'29.77',1769906196.469963
1,F,b'67.77',1769906457.56045
1,H,b'37.39',1769906457.597928
1,P,b'29.79',1769906457.599337
88,F,b'55.36',1769906566.108898
88,H,b'31.95',1769906566.145587
88,P,b'29.81',1769906566.147324
106,F,b'71.87',1769906598.132906
106,H,b'32.26',1769906598.281096
106,P,b'29.80',1769906598.282824
108,F,b'20.79',1769906929.145871
108,H,b'50.59',1769906929.180604
108,P,b'29.77',1769906929.18243
1,F,b'67.68',1769907057.509728
1,H,b'36.93',1769907057.546276
1,P,b'29.79',1769907057.547709
88,F,b'55.15',1769907312.439528
88,H,b'31.41',1769907312.488744
88,P,b'29.81',1769907312.490893
106,F,b'71.78',1769907356.682339
106,H,b'32.28',1769907356.722922
106,P,b'29.80',1769907356.724297
1,F,b'67.77',1769907657.582395
1,H,b'36.66',1769907657.619429
1,P,b'29.79',1769907657.620811
108,F,b'20.57',1769907661.852231
108,H,b'50.53',1769907661.888486
108,P,b'29.77',1769907661.890053
88,F,b'55.56',1769908058.616636
88,H,b'31.71',1769908058.65111
88,P,b'29.79',1769908058.652668
106,F,b'71.71',1769908115.365819
106,H,b'32.37',1769908115.55219
106,P,b'29.79',1769908115.553939
1,F,b'67.68',1769908257.52566
1,H,b'37.11',1769908257.600899
1,P,b'29.78',1769908257.602838
108,F,b'20.23',1769908394.400575
108,H,b'50.45',1769908394.435559
108,P,b'29.76',1769908394.436759
88,F,b'54.88',1769908804.912444
88,H,b'31.49',1769908804.947685
88,P,b'29.82',1769908804.949117
1,F,b'67.82',1769908857.533897
1,H,b'36.48',1769908857.570515
1,P,b'29.77',1769908857.572058
106,F,b'71.89',1769908874.013561
106,H,b'32.39',1769908874.090207
106,P,b'29.78',1769908874.091881
108,F,b'19.90',1769909126.890875
108,H,b'50.47',1769909126.967378
108,P,b'29.76',1769909126.96913
1,F,b'67.86',1769909457.543271
1,H,b'36.15',1769909457.580948
1,P,b'29.77',1769909457.582463
88,F,b'55.51',1769909551.142015
88,H,b'31.55',1769909551.176777
88,P,b'29.78',1769909551.178454
106,F,b'71.89',1769909632.560255
106,H,b'32.26',1769909632.600474
106,P,b'29.78',1769909632.601872
108,F,b'19.71',1769909859.257557
108,H,b'50.69',1769909859.29759
108,P,b'29.75',1769909859.298916
1,F,b'67.77',1769910057.552249
1,H,b'35.60',1769910057.588293
1,P,b'29.77',1769910057.589743
88,F,b'55.13',1769910297.37845
88,H,b'31.76',1769910297.417973
88,P,b'29.80',1769910297.41939
106,F,b'71.74',1769910391.038789
106,H,b'32.21',1769910391.075095
106,P,b'29.78',1769910391.076643
108,F,b'19.47',1769910591.538716
108,H,b'50.52',1769910591.577156
108,P,b'29.75',1769910591.578817
1,F,b'67.55',1769910657.566351
1,H,b'35.47',1769910657.610394
1,P,b'29.78',1769910657.611933
88,F,b'55.35',1769911043.641616
88,H,b'31.37',1769911043.739004
88,P,b'29.79',1769911043.740549
106,F,b'71.62',1769911149.679311
106,H,b'32.21',1769911149.714182
106,P,b'29.78',1769911149.715631
1,F,b'67.69',1769911257.562392
1,H,b'34.73',1769911257.601894
1,P,b'29.77',1769911257.603455
108,F,b'19.18',1769911323.828549
108,H,b'50.53',1769911323.863817
108,P,b'29.76',1769911323.866157
88,F,b'55.40',1769911790.018284
88,H,b'31.83',1769911790.053529
88,P,b'29.78',1769911790.055192
1,F,b'67.78',1769911857.573403
1,H,b'36.20',1769911857.608575
1,P,b'29.77',1769911857.60998
106,F,b'71.76',1769911908.28689
106,H,b'32.33',1769911908.320882
106,P,b'29.77',1769911908.322552
108,F,b'18.79',1769912056.046756
108,H,b'50.63',1769912056.082123
108,P,b'29.75',1769912056.083929
1,F,b'67.86',1769912457.584613
1,H,b'36.94',1769912457.681553
1,P,b'29.76',1769912457.683168
88,F,b'55.02',1769912536.296325
88,H,b'31.31',1769912536.407857
88,P,b'29.79',1769912536.409347
106,F,b'71.98',1769912666.868161
106,H,b'32.28',1769912666.948113
106,P,b'29.76',1769912666.949965
108,F,b'18.64',1769912788.208145
108,H,b'50.63',1769912788.241848
108,P,b'29.74',1769912788.243546
1,F,b'67.64',1769913057.596381
1,H,b'36.66',1769913057.632979
1,P,b'29.76',1769913057.634268
88,F,b'55.40',1769913282.518054
88,H,b'31.76',1769913282.557473
88,P,b'29.76',1769913282.558798
106,F,b'71.91',1769913425.351903
106,H,b'32.25',1769913425.385944
106,P,b'29.76',1769913425.387753
108,F,b'18.37',1769913520.142235
108,H,b'50.71',1769913520.176748
108,P,b'29.73',1769913520.177911
1,F,b'67.41',1769913657.598392
1,H,b'35.74',1769913657.805773
1,P,b'29.75',1769913657.807304
88,F,b'54.84',1769914028.718195
88,H,b'31.30',1769914028.752557
88,P,b'29.78',1769914028.754215
106,F,b'71.74',1769914183.899715
106,H,b'32.25',1769914183.940728
106,P,b'29.76',1769914183.942202
108,F,b'18.18',1769914252.042654
108,H,b'50.67',1769914252.081685
108,P,b'29.73',1769914252.083225
1,F,b'67.57',1769914257.621742
1,H,b'35.90',1769914257.657308
1,P,b'29.75',1769914257.658737
88,F,b'55.40',1769914774.871652
88,H,b'31.57',1769914774.906209
88,P,b'29.75',1769914774.907549
1,F,b'67.75',1769914857.620011
1,H,b'36.50',1769914857.656053
1,P,b'29.74',1769914857.65778
106,F,b'71.80',1769914942.563197
106,H,b'32.37',1769914942.598661
106,P,b'29.75',1769914942.600257
108,F,b'18.00',1769914983.876658
108,H,b'50.70',1769914983.912144
108,P,b'29.72',1769914983.913882
1,F,b'67.60',1769915457.628069
1,H,b'36.69',1769915457.664434
1,P,b'29.76',1769915457.665915
88,F,b'54.79',1769915521.285927
88,H,b'31.54',1769915521.320756
88,P,b'29.79',1769915521.32226
106,F,b'72.00',1769915701.265094
106,H,b'32.33',1769915701.301252
106,P,b'29.75',1769915701.302728
108,F,b'17.80',1769915715.684315
108,H,b'50.89',1769915715.72124
108,P,b'29.73',1769915715.722638
1,F,b'67.44',1769916057.637511
1,H,b'37.15',1769916057.67392
1,P,b'29.76',1769916057.675488
88,F,b'55.42',1769916267.554731
88,H,b'31.43',1769916267.595993
88,P,b'29.75',1769916267.59773
108,F,b'17.42',1769916447.25939
108,H,b'50.69',1769916447.295959
108,P,b'29.73',1769916447.297484
106,F,b'71.96',1769916459.910093
106,H,b'32.28',1769916459.943192
106,P,b'29.76',1769916459.944367
1,F,b'67.50',1769916657.645559
1,H,b'37.64',1769916657.683016
1,P,b'29.75',1769916657.684626
88,F,b'55.11',1769917013.87494
88,H,b'31.71',1769917013.951701
88,P,b'29.78',1769917013.953173
108,F,b'17.10',1769917178.795275
108,H,b'50.93',1769917178.87179
108,P,b'29.74',1769917178.873389
106,F,b'71.78',1769917218.444784
106,H,b'32.29',1769917218.479838
106,P,b'29.77',1769917218.481393
1,F,b'67.46',1769917257.718929
1,H,b'37.29',1769917257.754601
1,P,b'29.77',1769917257.755943
88,F,b'55.11',1769917759.901888
88,H,b'31.27',1769917759.940594
88,P,b'29.79',1769917759.941989
1,F,b'67.03',1769917857.659712
1,H,b'36.28',1769917857.781945
1,P,b'29.78',1769917857.783392
108,F,b'17.08',1769917910.454575
108,H,b'50.95',1769917910.494324
108,P,b'29.74',1769917910.495783
106,F,b'71.78',1769917977.018504
106,H,b'32.34',1769917977.057337
106,P,b'29.77',1769917977.059345
1,F,b'67.15',1769918457.667225
1,H,b'35.87',1769918457.707748
1,P,b'29.77',1769918457.709227
88,F,b'55.27',1769918506.138023
88,H,b'31.72',1769918506.181831
88,P,b'29.79',1769918506.183432
108,F,b'17.13',1769918642.149295
108,H,b'51.15',1769918642.211999
108,P,b'29.75',1769918642.213599
106,F,b'71.96',1769918735.604136
106,H,b'32.30',1769918735.679577
106,P,b'29.77',1769918735.681102
1,F,b'67.19',1769919057.677305
1,H,b'35.40',1769919057.714281
1,P,b'29.77',1769919057.715622
88,F,b'54.86',1769919252.316945
88,H,b'31.24',1769919252.353822
88,P,b'29.80',1769919252.355241
108,F,b'16.83',1769919373.778766
108,H,b'50.86',1769919373.870826
108,P,b'29.75',1769919373.872321
106,F,b'71.83',1769919494.118896
106,H,b'32.19',1769919494.194005
106,P,b'29.78',1769919494.195483
1,F,b'67.14',1769919657.686068
1,H,b'34.62',1769919657.722558
1,P,b'29.77',1769919657.723993
88,F,b'54.81',1769919998.33462
88,H,b'31.29',1769919998.372565
88,P,b'29.79',1769919998.37618
108,F,b'16.68',1769920105.349999
108,H,b'51.04',1769920105.383599
108,P,b'29.74',1769920105.384944
106,F,b'71.65',1769920252.543616
106,H,b'32.14',1769920252.578249
106,P,b'29.77',1769920252.579825
1,F,b'66.94',1769920257.691477
1,H,b'34.71',1769920257.729178
1,P,b'29.76',1769920257.730699
88,F,b'53.89',1769920744.116461
88,H,b'31.17',1769920744.168532
88,P,b'29.80',1769920744.16995
108,F,b'16.54',1769920836.828626
108,H,b'50.97',1769920836.864811
108,P,b'29.73',1769920836.8667
1,F,b'66.94',1769920857.770224
1,H,b'34.10',1769920857.822831
1,P,b'29.75',1769920857.824285
106,F,b'71.40',1769921010.945925
106,H,b'32.09',1769921010.981787
106,P,b'29.77',1769921010.983048
1,F,b'67.05',1769921457.709967
1,H,b'34.67',1769921457.748577
1,P,b'29.74',1769921457.750047
88,F,b'53.02',1769921489.692694
88,H,b'31.17',1769921489.728322
88,P,b'29.79',1769921489.72965
108,F,b'16.25',1769921568.271078
108,H,b'51.16',1769921568.307596
108,P,b'29.72',1769921568.309269
106,F,b'71.15',1769921769.199511
106,H,b'32.06',1769921769.234822
106,P,b'29.76',1769921769.236488
1,F,b'66.96',1769922057.721717
1,H,b'34.55',1769922057.799934
1,P,b'29.74',1769922057.801541
88,F,b'52.27',1769922235.022666
88,H,b'31.20',1769922235.116095
88,P,b'29.78',1769922235.117752
108,F,b'16.25',1769922299.653553
108,H,b'51.08',1769922299.688135
108,P,b'29.71',1769922299.689402
106,F,b'70.83',1769922527.492762
106,H,b'32.03',1769922527.530769
106,P,b'29.75',1769922527.532107
1,F,b'66.61',1769922657.728754
1,H,b'34.76',1769922657.76555
1,P,b'29.75',1769922657.767442
88,F,b'51.64',1769922980.005605
88,H,b'31.21',1769922980.040778
88,P,b'29.77',1769922980.042437
108,F,b'16.14',1769923030.979488
108,H,b'51.18',1769923031.014558
108,P,b'29.71',1769923031.015885
1,F,b'66.76',1769923257.73895
1,H,b'34.48',1769923257.816111
1,P,b'29.73',1769923257.817466
106,F,b'70.52',1769923285.757912
106,H,b'32.02',1769923285.794213
106,P,b'29.75',1769923285.795767
88,F,b'51.06',1769923724.965171
88,H,b'31.23',1769923725.000811
88,P,b'29.77',1769923725.002713
108,F,b'15.94',1769923762.329245
108,H,b'51.20',1769923762.529098
108,P,b'29.71',1769923762.530614
1,F,b'66.74',1769923857.746103
1,H,b'34.35',1769923857.786101
1,P,b'29.73',1769923857.787686
106,F,b'70.25',1769924043.91726
106,H,b'32.05',1769924043.951917
106,P,b'29.74',1769924043.953686
1,F,b'66.27',1769924457.780373
1,H,b'34.87',1769924457.815985
1,P,b'29.74',1769924457.817438
88,F,b'50.52',1769924469.789645
88,H,b'31.25',1769924469.828086
88,P,b'29.76',1769924469.829479
108,F,b'15.37',1769924493.456593
108,H,b'50.95',1769924493.494173
108,P,b'29.71',1769924493.4959
106,F,b'70.00',1769924801.989764
106,H,b'32.07',1769924802.066511
106,P,b'29.73',1769924802.068027
1,F,b'65.93',1769925057.763537
1,H,b'35.84',1769925057.802087
1,P,b'29.73',1769925057.803731
88,F,b'50.05',1769925214.577832
88,H,b'31.27',1769925214.620867
88,P,b'29.75',1769925214.62222
108,F,b'14.97',1769925224.612504
108,H,b'51.10',1769925224.647566
108,P,b'29.70',1769925224.649201
106,F,b'69.94',1769925560.058999
106,H,b'32.19',1769925560.093869
106,P,b'29.72',1769925560.095105
1,F,b'66.18',1769925657.811756
1,H,b'35.94',1769925657.849255
1,P,b'29.70',1769925657.850547
108,F,b'14.86',1769925955.680335
108,H,b'51.45',1769925955.715256
108,P,b'29.68',1769925955.717075
88,F,b'49.60',1769925959.253565
88,H,b'31.28',1769925959.290933
88,P,b'29.74',1769925959.292581
1,F,b'66.20',1769926257.818544
1,H,b'35.52',1769926257.856526
1,P,b'29.71',1769926257.857848
106,F,b'70.00',1769926318.166
106,H,b'32.15',1769926318.207527
106,P,b'29.71',1769926318.208789
108,F,b'14.40',1769926686.648613
108,H,b'51.06',1769926686.689604
108,P,b'29.69',1769926686.690968
88,F,b'49.23',1769926703.740933
88,H,b'31.28',1769926703.774983
88,P,b'29.74',1769926703.776462
1,F,b'65.71',1769926857.824399
1,H,b'35.91',1769926857.861316
1,P,b'29.72',1769926857.862771
106,F,b'69.84',1769927076.214871
106,H,b'32.11',1769927076.248506
106,P,b'29.71',1769927076.25003
108,F,b'14.09',1769927417.576347
108,H,b'51.48',1769927417.611948
108,P,b'29.67',1769927417.613601
88,F,b'48.85',1769927448.143794
88,H,b'31.32',1769927448.176958
88,P,b'29.72',1769927448.17847
1,F,b'65.50',1769927457.838358
1,H,b'36.34',1769927457.875379
1,P,b'29.70',1769927457.876873
106,F,b'69.62',1769927834.247638
106,H,b'32.08',1769927834.301213
106,P,b'29.70',1769927834.302687
1,F,b'65.70',1769928057.840708
1,H,b'35.27',1769928057.876873
1,P,b'29.68',1769928057.878431
108,F,b'14.07',1769928148.385626
108,H,b'51.52',1769928148.574886
108,P,b'29.65',1769928148.576443
88,F,b'48.49',1769928192.453598
88,H,b'31.30',1769928192.488271
88,P,b'29.71',1769928192.490045
106,F,b'69.58',1769928592.306876
106,H,b'32.19',1769928592.345082
106,P,b'29.69',1769928592.346658
1,F,b'65.93',1769928657.934702
1,H,b'35.73',1769928657.974761
1,P,b'29.67',1769928657.976036
108,F,b'14.04',1769928879.206609
108,H,b'51.45',1769928879.24046
108,P,b'29.65',1769928879.241933
88,F,b'48.15',1769928936.583291
88,H,b'31.32',1769928936.622334
88,P,b'29.70',1769928936.623912
1,F,b'65.77',1769929257.859513
1,H,b'36.22',1769929257.895498
1,P,b'29.67',1769929257.896841
106,F,b'69.78',1769929350.332677
106,H,b'32.18',1769929350.368115
106,P,b'29.67',1769929350.369731
108,F,b'13.86',1769929609.992355
108,H,b'51.45',1769929610.027484
108,P,b'29.64',1769929610.028833
88,F,b'47.86',1769929680.577658
88,H,b'31.33',1769929680.613377
88,P,b'29.69',1769929680.614971
1,F,b'65.77',1769929857.866923
1,H,b'36.28',1769929857.90103
1,P,b'29.66',1769929857.902545
106,F,b'69.69',1769930108.321337
106,H,b'32.11',1769930108.355942
106,P,b'29.67',1769930108.357549
108,F,b'13.80',1769930340.696654
108,H,b'51.53',1769930340.744248
108,P,b'29.64',1769930340.74569
88,F,b'47.55',1769930424.612718
88,H,b'31.34',1769930424.645792
88,P,b'29.69',1769930424.647616
1,F,b'65.75',1769930457.925703
1,H,b'36.85',1769930458.026308
1,P,b'29.66',1769930458.027928
106,F,b'69.51',1769930866.21763
106,H,b'32.09',1769930866.254228
106,P,b'29.67',1769930866.256096
1,F,b'65.84',1769931057.891066
1,H,b'36.57',1769931057.928761
1,P,b'29.66',1769931057.930278
108,F,b'13.60',1769931071.501817
108,H,b'51.49',1769931071.535337
108,P,b'29.63',1769931071.536687
88,F,b'47.26',1769931168.579877
88,H,b'31.35',1769931168.615482
88,P,b'29.69',1769931168.617021
106,F,b'69.46',1769931624.183369
106,H,b'32.15',1769931624.219034
106,P,b'29.66',1769931624.220661
1,F,b'65.59',1769931657.957628
1,H,b'35.80',1769931658.07046
1,P,b'29.67',1769931658.072156
108,F,b'13.55',1769931802.110079
108,H,b'51.68',1769931802.150623
108,P,b'29.63',1769931802.152464
88,F,b'46.98',1769931912.356975
88,H,b'31.36',1769931912.398015
88,P,b'29.69',1769931912.39962
1,F,b'65.32',1769932257.940474
1,H,b'36.01',1769932257.977986
1,P,b'29.66',1769932257.97944
106,F,b'69.62',1769932382.167492
106,H,b'32.15',1769932382.211094
106,P,b'29.65',1769932382.212673
108,F,b'13.33',1769932532.681724
108,H,b'51.41',1769932532.756344
108,P,b'29.63',1769932532.75794
88,F,b'46.74',1769932656.106964
88,H,b'31.35',1769932656.141208
88,P,b'29.67',1769932656.142617
88,F,b'42.66',1769951232.825944
88,H,b'31.38',1769951232.862048
88,P,b'29.65',1769951232.86359
106,F,b'71.29',1769951329.488209
106,H,b'31.71',1769951329.524224
106,P,b'29.63',1769951329.525633
108,F,b'8.37',1769951509.21915
108,H,b'52.52',1769951509.25504
108,P,b'29.60',1769951509.256628
1,F,b'66.72',1769951677.988674
1,H,b'33.63',1769951678.023495
1,P,b'29.63',1769951678.025026
88,F,b'42.55',1769951975.219331
88,H,b'31.38',1769951975.258397
88,P,b'29.66',1769951975.260176
106,F,b'71.60',1769952087.696854
106,H,b'31.64',1769952087.782674
106,P,b'29.63',1769952087.784151
108,F,b'8.38',1769952238.491603
108,H,b'52.77',1769952238.528065
108,P,b'29.60',1769952238.529636
1,F,b'66.58',1769952277.986089
1,H,b'33.71',1769952278.024911
1,P,b'29.64',1769952278.026575
88,F,b'42.46',1769952717.618788
88,H,b'31.38',1769952717.652912
88,P,b'29.66',1769952717.654644
106,F,b'71.53',1769952846.122463
106,H,b'31.57',1769952846.156842
106,P,b'29.64',1769952846.158464
1,F,b'66.31',1769952878.001574
1,H,b'34.29',1769952878.036917
1,P,b'29.64',1769952878.038279
108,F,b'8.67',1769952967.932019
108,H,b'53.06',1769952967.971975
108,P,b'29.60',1769952967.973489
88,F,b'42.37',1769953459.948636
88,H,b'31.37',1769953459.983603
88,P,b'29.66',1769953459.985053
1,F,b'66.52',1769953478.004347
1,H,b'34.36',1769953478.039331
1,P,b'29.63',1769953478.040897
106,F,b'71.35',1769953604.398757
106,H,b'31.56',1769953604.436279
106,P,b'29.64',1769953604.438037
108,F,b'8.85',1769953697.311483
108,H,b'52.63',1769953697.345318
108,P,b'29.59',1769953697.346927
1,F,b'66.31',1769954078.012108
1,H,b'34.22',1769954078.091041
1,P,b'29.64',1769954078.092686
88,F,b'42.28',1769954202.255555
88,H,b'31.36',1769954202.294989
88,P,b'29.65',1769954202.296401
106,F,b'71.51',1769954362.768941
106,H,b'31.67',1769954362.819996
106,P,b'29.63',1769954362.821544
108,F,b'8.91',1769954426.714706
108,H,b'52.78',1769954426.790473
108,P,b'29.60',1769954426.79205
1,F,b'65.98',1769954678.024181
1,H,b'34.16',1769954678.06108
1,P,b'29.64',1769954678.062511
88,F,b'42.19',1769954945.91914
88,H,b'31.36',1769954946.019798
88,P,b'29.65',1769954946.021635
106,F,b'71.74',1769955121.112924
106,H,b'31.57',1769955121.147844
106,P,b'29.63',1769955121.149505
108,F,b'9.19',1769955156.279988
108,H,b'52.96',1769955156.314424
108,P,b'29.59',1769955156.315674
1,F,b'65.97',1769955278.029974
1,H,b'34.69',1769955278.199245
1,P,b'29.63',1769955278.200707
88,F,b'42.10',1769955686.992278
88,H,b'31.38',1769955687.027756
88,P,b'29.65',1769955687.029585
1,F,b'66.22',1769955878.0476
1,H,b'33.96',1769955878.086983
1,P,b'29.62',1769955878.088432
108,F,b'9.59',1769955885.770956
108,H,b'52.91',1769955885.828907
108,P,b'29.59',1769955885.830512
88,F,b'42.06',1769956429.198342
88,H,b'31.37',1769956429.272365
88,P,b'29.65',1769956429.27379
1,F,b'66.16',1769956478.047111
1,H,b'33.34',1769956478.092485
1,P,b'29.63',1769956478.093772
108,F,b'10.45',1769956615.699925
108,H,b'53.53',1769956615.733351
108,P,b'29.57',1769956615.734582
106,F,b'71.58',1769956637.790942
106,H,b'31.52',1769956637.827701
106,P,b'29.64',1769956637.829279
1,F,b'66.27',1769957078.059874
1,H,b'33.75',1769957078.096797
1,P,b'29.63',1769957078.098243
88,F,b'41.92',1769957171.523002
88,H,b'31.35',1769957171.564994
88,P,b'29.66',1769957171.566471
108,F,b'11.44',1769957345.701142
108,H,b'53.20',1769957345.737397
108,P,b'29.58',1769957345.738938
106,F,b'71.83',1769957396.222754
106,H,b'31.59',1769957396.255814
106,P,b'29.63',1769957396.257237
1,F,b'66.47',1769957678.063902
1,H,b'35.23',1769957678.099931
1,P,b'29.63',1769957678.101515
88,F,b'41.83',1769957913.90656
88,H,b'31.36',1769957913.941543
88,P,b'29.65',1769957913.943075
108,F,b'11.08',1769958075.57732
108,H,b'52.27',1769958075.618848
108,P,b'29.61',1769958075.620452
106,F,b'71.89',1769958154.673484
106,H,b'31.51',1769958154.748775
106,P,b'29.63',1769958154.750202
1,F,b'66.29',1769958278.073825
1,H,b'35.84',1769958278.153525
1,P,b'29.63',1769958278.155004
88,F,b'41.76',1769958656.193361
88,H,b'31.35',1769958656.22924
88,P,b'29.65',1769958656.230428
108,F,b'10.90',1769958805.432035
108,H,b'52.36',1769958805.522708
108,P,b'29.60',1769958805.524192
1,F,b'66.06',1769958878.086883
1,H,b'35.88',1769958878.121954
1,P,b'29.63',1769958878.12345
106,F,b'71.78',1769958913.215544
106,H,b'31.51',1769958913.249031
106,P,b'29.63',1769958913.250621
88,F,b'41.70',1769959398.305774
88,H,b'31.34',1769959398.340392
88,P,b'29.65',1769959398.342149
1,F,b'66.29',1769959478.091886
1,H,b'35.27',1769959478.184005
1,P,b'29.62',1769959478.185488
108,F,b'11.77',1769959535.485166
108,H,b'52.75',1769959535.522251
108,P,b'29.58',1769959535.523814
106,F,b'71.80',1769959671.750361
106,H,b'31.63',1769959671.785459
106,P,b'29.63',1769959671.786948
1,F,b'66.69',1769960078.098576
1,H,b'34.96',1769960078.133079
1,P,b'29.62',1769960078.134604
88,F,b'41.43',1769960140.328098
88,H,b'31.15',1769960140.364545
88,P,b'29.66',1769960140.36605
108,F,b'12.49',1769960265.839062
108,H,b'52.66',1769960265.885199
108,P,b'29.58',1769960265.886648
106,F,b'72.03',1769960430.305465
106,H,b'31.68',1769960430.339944
106,P,b'29.63',1769960430.341218
1,F,b'66.92',1769960678.108099
1,H,b'34.90',1769960678.184763
1,P,b'29.63',1769960678.186323
88,F,b'40.42',1769960882.006722
88,H,b'31.02',1769960882.039354
88,P,b'29.69',1769960882.041192
108,F,b'13.08',1769960996.301827
108,H,b'52.55',1769960996.340502
108,P,b'29.59',1769960996.341916
106,F,b'72.03',1769961188.779492
106,H,b'31.60',1769961188.813565
106,P,b'29.64',1769961188.814973
1,F,b'66.92',1769961278.114839
1,H,b'35.40',1769961278.150487
1,P,b'29.63',1769961278.152184
88,F,b'39.69',1769961623.646743
